doi,title,publication_date,subjects,abstract
10.1186/s13677-023-00440-8,MRLCC: an adaptive cloud task scheduling method based on meta reinforcement learning,2023-05-10,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Task scheduling is a complex problem in cloud computing, and attracts many researchers’ interests. Recently, many deep reinforcement learning (DRL)-based methods have been proposed to learn the scheduling policy through interacting with the environment. However, most DRL methods focus on a specific environment, which may lead to a weak adaptability to new environments because they have low sample efficiency and require full retraining to learn updated policies for new environments. To overcome the weakness and reduce the time consumption of adapting to new environment, we propose a task scheduling method based on meta reinforcement learning called MRLCC. Through comparing MRLCC and baseline algorithms on the performance of shortening makespan in different environments, we can find that MRLCC is able to adapt to different environments quickly and has a high sample efficiency. Besides, the experimental results demonstrate that MRLCC can maintain a high utilization rate over all baseline algorithms after a few steps of gradient update."
10.1186/s13677-023-00442-6,Stochastic Gradient Descent long short-term memory based secure encryption algorithm for cloud data storage and retrieval in cloud computing environment,2023-05-09,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","With the increasing rise of distributed system technologies, one of the most pressing problems facing the digital world is ensuring the security of sensitive and confidential data during transport and storage, which is also regarded as one of the most critical difficulties facing cloud computing. Numerous techniques exist for enhancing data security in the cloud computing storage environment. Encryption is the most important method of data protection. Consequently, several accessible encryption strategies are utilized to provide security, integrity, and authorized access by employing modern cryptographic algorithms. Cloud computing is an innovative paradigm widely accepted as a platform for storing and analysing user data. The cloud is accessible via the internet, exposing the data to external and internal threats. Cloud Service Providers (CSPs) must now implement a secure architecture to detect cloud intrusions and safeguard client data from hackers and attackers. This paper combines Stochastic Gradient Descent long short-term memory (SGD-LSTM) and Blow Fish encryption to detect and prevent unauthorized cloud access. User registration, intrusion detection, and intrusion prevention are the three phases of the planned system. The SGD-LSTM classifier predicts cloud data access and prevents unauthorized cloud access. In the data access phase, cloud data access is managed by authenticating the authorized user with the Blowfish encryption algorithm. Comparing the proposed classifier to existing classifiers demonstrates that it detects abnormal access accurately. The experimental outcomes enhanced data security, which can be utilized to protect cloud computing applications. The experimental results of the suggested SGD-LSTM algorithm indicated a high level of protection, as well as a considerable improvement in security and execution speed when compared to algorithms that are often used in cloud computing."
10.1186/s13677-023-00449-z,An archetypal determination of mobile cloud computing for emergency applications using decision tree algorithm,2023-05-09,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Numerous users are experiencing unsafe communications due to the growth of big network mediums, where no node communication is detected in emergency scenarios. Many people find it difficult to communicate in emergency situations as a result of such communications. In this paper, a mobile cloud computing procedure is implemented in the suggested technique in order to prevent such circumstances, and to make the data transmission process more effective. An analytical framework that addresses five significant minimization and maximization objective functions is used to develop the projected model. Additionally, all mobile cloud computing nodes are designed with strong security, ensuring that all the resources are allocated appropriately. In order to isolate all the active functions, the analytical framework is coupled with a machine learning method known as Decision Tree. The suggested approach benefits society because all cloud nodes can extend their assistance in times of need at an affordable operating and maintenance cost. The efficacy of the proposed approach is tested in five scenarios, and the results of each scenario show that it is significantly more effective than current case studies on an average of 86%."
10.1186/s13677-023-00452-4,"Blockchain-based collaborative edge computing: efficiency, incentive and trust",2023-05-08,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","The rise of 5G technology has driven the development of edge computing. Computation offloading is the key and challenging point in edge computing, which investigates offloading resource-intensive computing tasks from the user side to the cloud or edge side for processing. More consideration needs to be given to load balancing, user variability, and the heterogeneity of edge facilities in relevant research. In addition, most of the research around edge collaboration also revolves around cloud-side collaboration, which pays relatively little attention to the collaboration process between edge nodes, and the incentive and trust issues of the collaboration process need to be addressed. In this paper, we consider the impact of the user demand variability and the edge facility heterogeneity, then propose a method based on Vickrey-Clarke-Groves (VCG) auction theory to accommodate the edge demand response (EDR) process where the number of users and service facilities do not match. The method makes users’ bidding rules satisfy the Nash equilibrium and weakly dominant strategy, which can improve the load balancing of edge nodes, has positive significance in improving the edge resource utilization and reducing the system energy consumption. In particular, combined with blockchain, we further optimize the incentive and trust mechanism of edge collaboration and consider three scenarios: no collaboration, internal collaboration, and incentive collaboration. We also consider the impact of the user task’s transmission distance on the quality of experience (QoE). In addition, we illustrate the possible forking attack of blockchain in collaborative edge computing and propose a solution. We test the performance of the proposed algorithm on a real-world dataset, and the experimental results verify the algorithm’s effectiveness and the edge collaboration’s necessity."
10.1186/s13677-023-00446-2,Admission control policy and key agreement based on anonymous identity in cloud computing,2023-05-04,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Cloud computing has completely revolutionized the concept of computing by providing users with always-accessible resources. In terms of computational, storage, bandwidth, and transmission costs, cloud technology offers its users an entirely new set of advantages and cost savings. Cross-cloud data migration, required whenever a user switches providers, is one of the most common issues the users encounter. Due to smartphones’ limited local storage and computational power, it is often difficult for users to back up all data from the original cloud servers to their mobile phones to upload and download the data to the new cloud provider. Additionally, the user must remember numerous tokens and passwords for different applications. In many instances, the anonymity of users who access any or all services provided by this architecture must be ensured. Outsourcing IT resources carries risks, particularly regarding security and privacy, because cloud service providers manage and control all data and resources stored in the cloud. However, cloud users would prefer that cloud service providers not know the services they employ or the frequency of their use. Consequently, developing privacy protections takes a lot of work. We devised a system of binding agreements and anonymous identities to address this problem. Based on a binding contract and admission control policy (ACP), the proposed model facilitates cross-cloud data migration by fostering cloud provider trust. Finally, Multi-Agent Reinforcement Learning Algorithm (MARL) is applied to identify and classify anonymity in the cloud by conducting various pre-processing techniques, feature selection, and dimensionality reduction."
10.1186/s13677-023-00447-1,Effect of using 5G and cloud computing environment for independent college english vocabulary learning,2023-05-03,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","An independent university refers to an institution of higher learning that has a bachelor's degree or higher education, and cooperates with social organizations other than state institutions or individuals to use non-state financial funds to establish and implement undergraduate education. While welcoming the arrival of the fifth-generation communication technology (5G) era, China's independent universities are also carrying out educational reforms to adapt to social development. 5G has created new opportunities for the development of students. Cloud computing refers to a system with extremely strong computing power formed through computer networks (mostly the Internet), which can store, collect relevant resources and configure them as needed to provide personalized services to users. Therefore, this paper studied and discussed the application of 5G and cloud computing in English vocabulary learning in independent universities. This paper explores the impact of 5G and cloud computing environments on independent college English vocabulary learning. With the assistance of 5G technology and a cloud computing environment, students' vocabulary mastery and application abilities have achieved certain improvements. Students' vocabulary learning can not only effectively break through the constraints of region and time, but also improve the interaction of learning and promote the communication and exchange between learners. This can not only deepen the understanding of vocabulary but also stimulate students' learning initiative and improve their learning ability and level. Given the current situation of English vocabulary acquisition, this paper used the fuzzy evaluation method to establish an evaluation model. The learning platform built by 5G and cloud computing technology has been utilized to study the effect of applying it to learners' vocabulary learning. In the questionnaire survey, 43.00% of the students are generally satisfied with the current English vocabulary teaching, 33.20% of the students think that their learning effect is average, 43.00% of the students think that the arrangement of teaching content is not reasonable, and 35.40% of the students think that the arrangement of class hours is generally reasonable. Before the experiment, the vocabulary of 68 and 65 students in the experimental group and the control group were between 1500–3500. Through the experiment, 67 students in the experimental group had vocabularies in the range of 3501–6500, while the vast majority of students in the control group still had vocabularies in the range of 1500–3500. In addition, through the experiment, the average total score of English test scores increased from 67 to 87 for the experimental group and from 69 to 72 for the control group. Based on the above data, it can be seen that the learning of English vocabulary through independent learning platforms built on 5G and cloud computing has a significant effect on the learning of English vocabulary of independent university students."
10.1186/s13677-023-00448-0,Innovation strategy design of public sports service governance based on cloud computing,2023-05-02,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Public sports service is an important component of the modern government construction service system. They play an important role in strengthening the national physique, improving people’s satisfaction with public services, and improving people’s welfare. With the implementation of the national sports strategy, the quality of sports has continuously improved, and significant progress has been made in the construction of sports facilities, sports service mechanisms, sports service projects, and sports service personnel. Due to the inclination of national development centers and differences in regional economic levels, the effectiveness and implementation of public sports service governance may be affected. In order to solve the current problems of unbalanced development of public SS and insufficient social security, this article used cloud computing to conduct an innovative design for public SS governance and surveyed the satisfaction of residents in the community with public SS governance under the innovative design. Through comparative experiments, it studied the service quality and implementation effect of cloud computing on public SS governance. Through experimental analysis, it was found that the service quality and implementation effect of the public SS governance innovation strategy were higher than the original public SS service system. The service quality of the edge computing public SS innovation system was about 10.6% higher than the original public SS system, and the implementation effect was about 8.1% higher than the original public SS system. Experiments have verified the feasibility of sports service innovation strategies under cloud computing."
10.1186/s13677-023-00443-5,Enhanced security using multiple paths routine scheme in cloud-MANETs,2023-04-29,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Cloud Mobile Ad-hoc Networks (Cloud-MANETs) is a framework that can access and deliver cloud services to MANET users through their smart devices. MANETs is a pool of self-organized mobile gadgets that can communicate with each other with no support from a central authority or infrastructure. The main advantage of MANETs is its ability to manage mobility while data communication between different users in the system occurs. In MANETs, clustering is an active technique used to manage mobile nodes. The security of MANETs is a key aspect for the fundamental functionality of the network. Addressing the security-related problems ensures that the confidentiality and integrity of the data transmission is secure. MANETs are highly prone to attacks because of their properties.In clustering schemes, the network is broken down to sub-networks called clusters. These clusters can have overlapping nodes or be disjointed. An enhanced node referred to asthe Cluster Head (CH) is chosen from each set to overseetasks related to routing. It decreases the member nodes’ overhead and improvesthe performance of the system. The relationship between the nodes and CH may vary randomly, leading to re-associations and re-clustering in a MANET that is clustered. An efficient and effective routing protocol is required to allow networking and to find the most suitable paths between the nodes. The networking must be spontaneous, infrastructure-less, and provide end-to-end interactions. The aim of routing is the provision of maximum network load distribution and robust networks. This study focused on the creation of a maximal route between a pair of nodes, and to ensure the appropriate and accurate delivery of the packet. The proposed solution ensured that routing can be carried out with the lowest bandwidth consumption. Compared to existing protocols, the proposed solution had a control overhead of 24, packet delivery ratio of 81, the lowest average end-to-end delay of 6, and an improved throughput of 80,000, thereby enhancing the output of the network. Our result shows that multipath routing enables the network to identify alternate paths connecting the destination and source. Routing is required to conserve energy and for optimum bandwidth utilization."
10.1186/s13677-023-00428-4,Decentralized and scalable hybrid scheduling-clustering method for real-time applications in volatile and dynamic Fog-Cloud Environments,2023-04-28,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","A major challenge in Cloud-Fog settings is the scheduling of workflow applications with time constraints as the environment is highly volatile and dynamic. Furthermore, adding the complexities of handling IoT nodes, as the major owners of the workflow requests, renders the problem space even harder to address. This paper presents a hybrid scheduling-clustering method for addressing this challenge. The proposed lightweight, decentralized, and dynamic clustering algorithm is based on fuzzy inference with intrinsic support for mobility to form stable and well-sized clusters of IoT nodes while avoiding global clustering and recurrent re-clustering. The proposed distributed method uses Cloud resources along with clusters of mobile and inert Fog nodes to schedule time-constrained workflow applications with considering a proper balance between contradicting criteria and promoting scalability and adaptability. The Velociraptor simulator (version 0.6.7) has been used to throughtly examine and compare the proposed method in real workloads with two contemporary and noteworthy methods. The evaluation results show the superiority of the proposed method as the resource utilization is about 20% better and the schedule success rate is almost 21% better compared with the two other methods. Also, other parameters such as throughput and energy consumption have been studied and reported."
10.1186/s13677-023-00445-3,Load balancing scheduling mechanism for OpenStack and Docker integration,2023-04-28,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","With the development of cloud-edge collaborative computing, cloud computing has become crucial in data analysis and data processing. OpenStack and Docker are important components of cloud computing, and the integration of the two has always attracted widespread attention in industry. The scheduling mechanism adopted by the existing fusion solution uses a uniform resource weight for all containers, and the computing nodes resources on the cloud platform is unbalanced under differentiated resource requirements of the containers. Therefore, considering different network communication qualities, a load-balancing Docker scheduling mechanism based on OpenStack is proposed to meet the needs of various resources (CPU, memory, disk, and bandwidth) of containers. This mechanism uses the precise limitation strategy for container resources and a centralized strategy for container resources as the scheduling basis, and it generates exclusive weights for containers through a filtering stage, a weighing stage based on weight adaptation, and a non-uniform memory access (NUMA) lean stage. The experimental results show that, compared with Nova-docker and Yun, the proposed mechanism reduces the resource load imbalance within a node by 57.35% and 59.00% on average, and the average imbalance between nodes is reduced by 53.53% and 50.90%. This mechanism can also achieve better load balancing without regard to bandwidth."
10.1186/s13677-023-00441-7,Task grouping and optimized deep learning based VM sizing for hosting containers as a service,2023-04-25,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Containers as a service (CaaS) are a kind of services that permits the organization to handle the containers more effectively. Containers are lightweight, require less computing resources, portable, and facilitate better support for microservices. In the CaaS model, containers are deployed in virtual machines, and the virtual machine runs on the physical machine. The objective of this paper is to estimate the resource required by a VM to execute a number of containers. VM sizing is a directorial process where the system administrators have to optimize the allocated resources within the permitted virtualized space. In this work, the VM sizing is carried out using the Deep Convolutional Long Short Term Memory Network (Deep-ConvLSTM), where the weights are updated by Fractional Pelican Optimization (FPO) Algorithm. Here, the FPO is configured by hybridizing the concept of Fractional Calculus (FC) within the updated location of the Pelican Optimization Algorithm (POA). Moreover, the task grouping is done with Deep Embedded Clustering (DEC), where the grouping is established with respect to the various task parameters, such as task length, submission rate, scheduling class, priority, resource usage, task latency, and Task Rejection Rate (TRR). In addition, the performance analysis of VM sizing is done by taking 100, 200, 300, and 400 tasks. We got the best resource utilization of 0.104 with 300 tasks, a response time of 262ms with 100 tasks, and a TRR of 0.156 with 100 tasks and makespan of 0.5788 with 100 tasks."
10.1186/s13677-023-00411-z,Blockchain enabled zero trust based authentication scheme for railway communication networks,2023-04-24,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","With the introduction of emerging technologies such as cloud computing, the railway communication network has the characteristics of complex structure and blurred boundaries, which leads to a series of security threats including information leakage and malicious access. Specifically, the third-party cloud services are difficult to be supervised, and network traffic is untrustworthy. To ensure system security, we propose a zero-trust security model in this paper. Then, we introduce blockchain and Merkle tree to build a distributed identity storage scheme for guaranteeing reliable, confidential and efficient data updates, and improving authentication efficiency. Furthermore, the proxy was introduced for two-way authentication with cloud servers, so that internal and external threats could be counteracted. Moreover, reputation assessment mechanism has been adopted to reduce the possibility of nodes accessing malicious cloud services. Performance analysis demonstrated that the proposed security model is able to enhance the security, efficiency and stability of the system, and consequently can guarantee the safety and reliability of railway transportation."
10.1186/s13677-023-00437-3,Criminal law regulation of cyber fraud crimes—from the perspective of citizens’ personal information protection in the era of edge computing,2023-04-24,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Currently, cloud computing provides users all over the globe with Information and Communication Technology facilities that are utility-oriented. This technology is trying to drive the development of data center design by designing and building them as networks of cloud machines, enabling users to access and run the application from any part of the globe. Cloud computing provides considerable benefits to organizations by providing rapid and adaptable ICT software and hardware systems, allowing them to concentrate on creating innovative business values for the facilities they provide. The right to privacy of big data has acquired new definitions with the continued advancement of cloud computing, and the techniques available to protect citizens’ personal information under administrative law have managed to grow in a multitude. Because of the foregoing, internet fraud is a new type of crime that has emerged over time and is based on network technology. This paper analyzed and studied China’s internet fraud governance capabilities, and made a comprehensive evaluation of them using cloud computing technology and the Analytic Hierarchy Process (AHP). This paper discussed personal information security and the improvement of criminal responsibility from the perspective of citizens’ information security and designed and analyzed cases. In addition, this paper also analyzed and studied the ability of network fraud governance in the era of cloud computing. It also carried out a comprehensive evaluation and used the fuzzy comprehensive evaluation method to carry out the evaluation. A questionnaire survey was used to survey 100 residents in district X of city Z and district Y of the suburban area. Among the 100 people, almost all of them received scam calls or text messages, accounting for 99%, of which 8 were scammed. Among the people, more than 59.00% of the people expressed dissatisfaction with the government’s Internet fraud satisfaction survey. Therefore, in the process of combating Internet fraud, the government still needs to step up its efforts."
10.1186/s13677-023-00429-3,ReactiveFnJ: A choreographed model for Fork-Join Workflow in Serverless Computing,2023-04-24,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Function-as-a-Service (FaaS) is an event-based reactive programming model where functions run in ephemeral stateless containers for short duration. For building complex serverless applications, function composition is crucial to coordinate and synchronize the workflow of an application. Some serverless orchestration systems exist, but they are in their primitive state and do not provide inherent support for non-trivial workflows like, Fork-Join. To address this gap, we propose a fully serverless and scalable design model ReactiveFnJ for Fork-Join workflow. The intent of this work is to illustrate a design which is completely choreographed, reactive, asynchronous, and represents a dynamic composition model for serverless applications based on Fork-Join workflow. Our design uses two innovative patterns, namely, Relay Composition and Master-Worker Composition to solve execution time-out challenges. As a Proof-of-Concept (PoC), the prototypical implementation of Split-Sort-Merge use case, based on Fork-Join workflow is discussed and evaluated. The ReactiveFnJ handles embarrassingly parallel computations, and its design does not depend on any external orchestration services, messaging services, and queue services. ReactiveFnJ facilitates in designing fully automated pipelines for distributed data processing systems, satisfying the Serverless Trilemma in true essence. A file of any size can be processed using our effective and extensible design without facing execution time-out challenges. The proposed model is generic and can be applied to a wide range of serverless applications that are based on the Fork-Join workflow pattern. It fosters the choreographed serverless composition for complex workflows. The proposed design model is useful for software engineers and developers in industry and commercial organizations, total solution vendors and academic researchers."
10.1186/s13677-023-00444-4,Access control scheme based on blockchain and attribute-based searchable encryption in cloud environment,2023-04-18,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","With the rapid development of cloud computing technology, how to achieve secure access to cloud data has become a current research hotspot. Attribute-based encryption technology provides the feasibility to achieve the above goal. However, most of the existing solutions have high computational and trust costs. Furthermore, the fairness of access authorization and the security of data search can be difficult to guarantee. To address these issues, we propose a novel access control scheme based on blockchain and attribute-based searchable encryption in cloud environment. The proposed scheme achieves fine-grained access control with low computation consumption by implementing proxy encryption and decryption, while supporting policy hiding and attribute revocation. The encrypted file is stored in the IPFS and the metadata ciphertext is stored on the blockchain, which ensures data integrity and confidentiality. Simultaneously, the scheme enables the secure search of ciphertext keyword in an open and transparent blockchain environment. Additionally, an audit contract is designed to constrain user access behavior to dynamically manage access authorization. Security analysis proves that our scheme is resistant to chosen-plaintext attacks and keyword-guessing attacks. Theoretical analysis and experimental results show that our scheme has high computational and storage efficiency, which is more advantageous than other schemes."
10.1186/s13677-023-00438-2,Container cascade fault detection based on spatial–temporal correlation in cloud environment,2023-04-17,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Containers are light, numerous, and interdependent, which are prone to cascading fault, increasing the probability of fault and the difficulty of detection. Existing detection methods are usually based on a cascade fault model with traditional association analysis. The tradition model lacks consideration of the fault cascade history dimension and container space correlation dimension which results in a lower detection effect. And the imbalance of fault data in the cloud environment to the detection method to bring interference. Instead, this paper proposes a cascade fault detection method based on spatial–temporal correlation in cloud environment. First, the container cascade fault relationship model is constructed by extracting the spatial–temporal correlation from historical container faults. Second, based on dynamic feedback data sampling combined with ensemble learning, a container fault model learning method is designed to solve the imbalance of fault data. Then, a real-time container cascade fault detection mechanism for container cascade failure is proposed. The experimental results show that compared with the existing fault detection methods, the proposed method can effectively improve the detection accuracy, recall rate, and F_1 value."
10.1186/s13677-023-00436-4,Intelligent evaluation model of basketball teaching reliability based on swarm intelligence and edge computing,2023-04-17,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Campus basketball culture is gradually affecting students’ sports spirit and sports accomplishment. As for the evaluation of basketball teaching achievements, the method of specified items is generally used for testing, which is highly subjective. It’s completely teacher-led, and teachers make relevant evaluations of students’ basketball behavior. Teachers can’t be absolutely fair and just in the evaluation, because teacher evaluation can be affected by many factors, such as teachers’ mood on that day, teachers’ affection for students, and so on, the traditional way of teacher basketball evaluation is easy to cause negative emotional impact on some students, so that students have negative emotions on basketball activities, and even affect their sports quality, and finally affect their health. Based on the evaluation method of basketball teaching, this paper introduced a reliability intelligent evaluation model based on swarm intelligence and edge computing and used this model to evaluate students’ performance in basketball teaching classes. Moreover, this paper designed a related experiment, the experimental results showed that boys and girls in basketball level gap was more obvious. As far as dribbling skills were concerned, the highest score of boy A was 91 points, while the lowest score of girl C was 54 points. The gap was quite large. At the same time, the introduction results of the reliability intelligent evaluation model were studied by using the questionnaire survey method. As can be seen from the results of the questionnaire, the number of people who are very interested in basketball teaching activities is obviously high, and the number of people who are still not interested in the six activities is no more than 2. Through the change data of students’ interests and attitudes, it was proved that the reliability intelligent evaluation model could improve the students’ enthusiasm for learning basketball courses, thus improving their sports quality. This study provided a reference value for the application of swarm intelligence and edge computing in the intelligent evaluation model of basketball teaching reliability, and provided a direction for the future development of basketball teaching."
10.1186/s13677-023-00434-6,Robust-PAC time-critical workflow offloading in edge-to-cloud continuum among heterogeneous resources,2023-04-15,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","Edge-to-cloud continuum connects and extends the calculation from edge side via network to cloud platforms, where diverse workflows go back and forth, getting executed on scheduled calculation resources. To better utilize the calculation resources from all sides, workflow offloading problems have been investigating lately. Most works focus on optimizing constraints like: latency requirements, resource utilization rate limits, and energy consumption bounds. However, the dynamics among the offloading environment have hardly been researched, which easily results in uncertain Quality of Service(QoS) on the user side. Any part of the workload change, resource availability change or network latency could incur dynamics in an offloading environment. In this work, we propose a robust PAC (probably approximately correct) offloading algorithm to address this dynamic issue together with optimization. We train an LSTM-based sequence-to-sequence neural network to learn how to offload workflows in edge-to-cloud continuum. Comprehensive implementations and corresponding comparison against state-of-the-art methods demonstrate the robustness of our proposed algorithm. More specifically, our algorithm achieves better offloading performance regarding dynamic heterogeneous offloading environment and faster adaptation to newly changed environments than fine-tuned state-of-the-art RL-based offloading methods."
10.1186/s13677-023-00435-5,A split-federated learning and edge-cloud based efficient and privacy-preserving large-scale item recommendation model,2023-04-14,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","The combination of federated learning and recommender system aims to solve the privacy problems of recommendation through keeping user data locally at the client device during the model training session. However, most existing approaches rely on user devices to fully compute the deep model designed for the large-scale item recommendation; therefore, imposing high calculation and communication overheads on resource-constrained user devices. Consequently, achieving efficient federated recommendations across ubiquitous mobile devices remains an open research problem. To this end, in this paper we propose an efficient and privacy-preserving federated learning framework which is based on the cloud-edge collaboration for large-scale item recommendation called SpFedRec. In our method, to reduce the computation and communication cost of the federated two-tower model, a split learning approach is applied to migrate the item model from participants’ edge devices to the computationally powerful cloud side and compress item data while transmitting. Meanwhile, to enhance the feature representation, the Squeeze-and-Excitation network mechanism is used on the backbone model to optimize the perception of dominant features. Moreover, because the gradients transmitted contain private information about the user; therefore, we propose a multi-party circular secret-sharing chain based on secret sharing for better privacy protection. Extensive experiments using plausible assumptions on two real-world datasets demonstrate that our proposed method improves the average computation time and communication cost by 23% and 49%, respectively. Furthermore, the proposed model accomplishes comparable performance with other state-of-art federated recommendation models."
10.1186/s13677-023-00421-x,Resource allocation and network pricing based on double auction in mobile edge computing,2023-04-13,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","By transferring power-hungry huge data centers to lightweight Internet of Things (IoT) mobile devices, mobile edge computing (MEC) has completely changed the IoT. For MEC, to optimize economic gains and motivate profit-oriented entities, the joint resource allocation and network economics problem must be solved, and the joint issue is limited by local constraints, namely, the edge server only serves multiple nearby mobile devices, which is restricted by its available energy. The article studies the jointly issue of network economics and energy allocation in MEC, where mobile device apply for offloading at a purported bid and an edge server supplies its restricted serving at an asking price. In particular, this paper puts forward two dynamic pricing double auction strategies in the MEC system, i.e., a double auction according to the break-even mechanism (DABM) and a more practical double auction based on dynamic pricing mechanism (DADPM) to decide the matching between mobile devices and edge servers, and the pricing strategy for high-priced economic profit in the case of local restricts. Theoretical analysis shows that the proposed two algorithms have properties such as budget balance, individual rationality, economic benefit, authenticity. Extensive simulation experiments evaluate the efficiency of the system, and results verify that the proposed two schemes will greatly make better the economic benefits of MEC."
10.1186/s13677-023-00432-8,Correction: Improved wild horse optimization with levy fight algorithm for effective task scheduling in cloud computing,2023-04-12,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems",
10.1186/s13677-023-00427-5,NPR-LBN: next point of interest recommendation using large bipartite networks with edge and cloud computing,2023-04-11,"Computer Science,Computer Communication Networks,Special Purpose and Application-Based Systems,Information Systems Applications (incl.Internet),Computer Systems Organization and Communication Networks,Computer System Implementation,Software Engineering/Programming and Operating Systems","During the last decades, tourism has been augmented worldwide through which the diversity of tourists’ interests is increased and is challenging to tackle with the traditional management system. Such challenges can be overcome by LBSNs (Location-Based Social Networks) such as Yelp, Foursquare, and Facebook which help to collect more personalized information close to tourists’ preferences/interests like check-ins, comments, and reviews. In this regard, solutions have been proposed to exploit the POI (Point of Interest) recommendation, but they failed to overcome sparsity and cold-start problems. Existing methods are also not focusing on important aspects, including geographical context, dynamics preferences and social influence, which are essential factors in POI recommendation. Therefore, this work tried to incorporate these factors and present a unified model using bipartite networks to learn users and POI dynamics. For this purpose, we have represented all the factors using eleven networks and combined them into a single latent space. In addition, Edge Computing processes data at the network's edge, reducing latency and bandwidth usage and enabling real-time and personalized recommendations. Furthermore, cloud computing could be used to store and process the large amounts of data collected from LBSNs, to support the proposed model's computational requirements and make it more accessible and scalable, allowing it to be easily used by tourism management systems worldwide. Experimental results show that our model outperforms state-of-the-art methods using real-world dataset in terms of accuracy and perform better against sparsity and cold-start problems."
